kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag,rho_p,Pmin_day,planet_type,is_habitable
4455231,K01332.03,2,0.991,56.637918,3.68,570.0,24.87,5661.0,1.522,4.09,15.151,1.6,0.4150489428970998,neptune_like,False
8972058,K00159.01,2,1.0,8.99088621,2.78,960.0,200.35,5881.0,1.171,4.315,13.431,3.0,0.30310889132455354,intermediate,False
9202151,K01393.01,1,1.0,1.694740233,2.12,797.0,95.14,3764.0,0.527,4.739,15.804,3.0,0.30310889132455354,intermediate,False
7832356,K01456.01,2,1.0,7.886632468,8.99,996.0,232.07,5847.0,1.135,4.304,15.014,1.0,0.525,gas_giant,False
9643874,K01457.01,2,1.0,8.027681123,8.43,824.0,109.35,5569.0,0.887,4.546,15.57,1.0,0.525,gas_giant,False
8583696,K01275.01,2,0.936,50.28635977,3.88,543.0,20.59,5900.0,1.167,4.309,13.672,1.6,0.4150489428970998,neptune_like,False
8804283,K01276.01,2,1.0,22.79020351,2.57,634.0,38.27,5478.0,1.053,4.354,14.766,3.0,0.30310889132455354,intermediate,False
8804283,K01276.02,2,1.0,13.26079792,1.47,760.0,78.79,5478.0,1.053,4.354,14.766,5.5,0.22386075217339096,rocky,False
4155328,K01335.01,2,1.0,127.8334997,9.46,554.0,22.21,6505.0,2.17,3.973,13.968,1.0,0.525,gas_giant,False
4077526,K01336.01,2,1.0,10.21864532,2.33,920.0,169.13,6100.0,1.083,4.376,14.82,3.0,0.30310889132455354,intermediate,False
4077526,K01336.02,2,1.0,15.573637,2.94,799.0,96.38,6100.0,1.083,4.376,14.82,3.0,0.30310889132455354,intermediate,False
4077526,K01336.03,2,1.0,40.1015561,2.92,583.0,27.31,6100.0,1.083,4.376,14.82,3.0,0.30310889132455354,intermediate,False
4077526,K01336.04,2,1.0,4.45814897,1.61,1212.0,511.6,6100.0,1.083,4.376,14.82,3.0,0.30310889132455354,intermediate,False
8935810,K01395.01,2,1.0,6.230335,3.7,875.0,138.33,5477.0,0.865,4.557,15.977,1.6,0.4150489428970998,neptune_like,False
2441495,K00166.01,2,1.0,12.49340725,2.2,649.0,42.08,5207.0,0.795,4.561,13.575,3.0,0.30310889132455354,intermediate,False
9455556,K01396.01,2,1.0,6.62643441,2.54,895.0,151.59,5616.0,0.903,4.529,15.843,3.0,0.30310889132455354,intermediate,False
9455556,K01396.02,2,0.992,3.70122061,1.62,1087.0,330.02,5616.0,0.903,4.529,15.843,3.0,0.30310889132455354,intermediate,False
9427402,K01397.01,1,1.0,6.247030799,1.89,512.0,16.23,3821.0,0.487,4.764,15.369,3.0,0.30310889132455354,intermediate,False
3732821,K01207.01,2,1.0,13.73474071,2.71,634.0,38.11,5196.0,0.772,4.524,15.187,3.0,0.30310889132455354,intermediate,False
3962357,K01210.01,2,1.0,14.55387488,3.45,939.0,183.48,6143.0,1.507,4.177,14.377,1.6,0.4150489428970998,neptune_like,False
8394721,K00152.04,2,0.976,81.0637895,3.01,511.0,16.12,6198.0,1.324,4.237,13.914,1.6,0.4150489428970998,neptune_like,False
8609450,K01278.01,2,1.0,24.8056775,2.16,588.0,28.22,5600.0,0.872,4.455,15.204,3.0,0.30310889132455354,intermediate,False
6541920,K00157.01,2,1.0,13.02493307,2.88,786.0,90.1,5657.0,1.046,4.364,13.709,3.0,0.30310889132455354,intermediate,False
8609450,K01278.02,2,1.0,44.3471936,2.45,484.0,13.0,5600.0,0.872,4.455,15.204,3.0,0.30310889132455354,intermediate,False
8609450,K01278.03,2,0.896,9.2207691,1.02,817.0,105.63,5600.0,0.872,4.455,15.204,5.5,0.22386075217339096,rocky,False
8609450,K01278.04,2,0.992,13.6396648,1.1,717.0,62.6,5600.0,0.872,4.455,15.204,5.5,0.22386075217339096,rocky,False
4243911,K01337.01,2,1.0,1.922799706,1.28,1215.0,514.44,5194.0,0.815,4.559,14.829,5.5,0.22386075217339096,rocky,False
4466677,K01338.01,2,1.0,3.222975318,1.47,1239.0,558.65,5823.0,0.96,4.427,14.609,5.5,0.22386075217339096,rocky,False
4466677,K01338.02,1,0.999,42.0370662,1.66,527.0,18.16,5823.0,0.96,4.427,14.609,3.0,0.30310889132455354,intermediate,False
4135665,K01339.01,2,1.0,4.16811839,2.28,1277.0,628.73,5689.0,1.313,4.202,14.801,3.0,0.30310889132455354,intermediate,False
9269281,K01398.01,2,1.0,5.82348911,3.0,955.0,196.33,5774.0,0.864,4.526,15.898,3.0,0.30310889132455354,intermediate,False
9100484,K01399.01,1,1.0,8.75059775,2.27,682.0,51.0,4942.0,0.779,4.599,15.92,3.0,0.30310889132455354,intermediate,False
9034103,K01402.01,2,1.0,7.13969705,2.24,965.0,205.23,6014.0,0.993,4.486,15.906,3.0,0.30310889132455354,intermediate,False
9214942,K01403.01,2,1.0,18.75470238,1.67,382.0,5.03,3976.0,0.54,4.721,15.473,3.0,0.30310889132455354,intermediate,False
3749134,K01212.01,2,0.997,11.30123036,1.85,852.0,124.42,5730.0,1.122,4.34,14.981,3.0,0.30310889132455354,intermediate,False
3660924,K01214.01,2,1.0,4.24153629,1.44,1177.0,452.95,5776.0,1.047,4.34,14.621,5.5,0.22386075217339096,rocky,False
3939150,K01215.01,2,1.0,17.32419108,3.14,964.0,204.1,5968.0,1.857,3.972,13.42,1.6,0.4150489428970998,neptune_like,False
8628758,K01279.01,2,1.0,14.37457572,1.94,779.0,87.24,5768.0,1.067,4.358,13.749,3.0,0.30310889132455354,intermediate,False
8628758,K01279.02,2,0.971,9.65188331,1.08,890.0,148.32,5768.0,1.067,4.358,13.749,5.5,0.22386075217339096,rocky,False
8742590,K01281.01,2,0.989,49.4781446,1.88,462.0,10.73,5776.0,0.849,4.554,14.427,3.0,0.30310889132455354,intermediate,False
8822366,K01282.01,2,0.998,30.8639476,3.01,743.0,72.05,5977.0,1.571,4.08,12.547,1.6,0.4150489428970998,neptune_like,False
8972058,K00159.02,2,1.0,2.403640701,1.24,1489.0,1164.85,5881.0,1.171,4.315,13.431,5.5,0.22386075217339096,rocky,False
4650674,K01341.01,2,1.0,4.51436096,1.84,1231.0,543.73,5940.0,1.215,4.306,14.946,3.0,0.30310889132455354,intermediate,False
4275721,K01342.01,2,0.808,3.77359871,1.29,1270.0,614.52,6224.0,0.969,4.404,14.207,5.5,0.22386075217339096,rocky,False
4275721,K01342.02,2,1.0,8.18182189,1.77,981.0,218.9,6224.0,0.969,4.404,14.207,3.0,0.30310889132455354,intermediate,False
8874090,K01404.01,2,0.999,13.32389352,1.26,378.0,4.83,3751.0,0.45,4.813,15.931,5.5,0.22386075217339096,rocky,False
11666881,K00167.01,2,1.0,4.919584997,2.86,1312.0,702.13,6236.0,1.378,4.246,13.273,3.0,0.30310889132455354,intermediate,False
9264949,K01405.01,2,0.996,11.41911886,3.32,921.0,170.33,6311.0,1.172,4.398,15.965,1.6,0.4150489428970998,neptune_like,False
9271752,K01406.01,2,1.0,11.36113254,2.6,869.0,134.97,6244.0,1.009,4.46,14.63,3.0,0.30310889132455354,intermediate,False
9150827,K01408.01,2,1.0,14.53410833,1.36,420.0,7.34,3957.0,0.553,4.693,14.688,5.5,0.22386075217339096,rocky,False
3939150,K01215.02,2,0.999,33.0063185,3.13,778.0,86.38,5968.0,1.857,3.972,13.42,1.6,0.4150489428970998,neptune_like,False
3839488,K01216.01,2,1.0,11.13127159,2.06,952.0,194.31,5800.0,1.435,4.202,13.459,3.0,0.30310889132455354,intermediate,False
3442055,K01218.01,2,0.999,29.6193891,1.74,580.0,26.79,5618.0,0.996,4.401,13.331,3.0,0.30310889132455354,intermediate,False
12252424,K00153.01,2,1.0,8.925079516,2.36,628.0,36.89,4728.0,0.693,4.628,13.461,3.0,0.30310889132455354,intermediate,False
8700771,K01283.01,2,0.998,8.0922105,1.44,1089.0,331.65,5774.0,1.395,4.106,11.731,5.5,0.22386075217339096,rocky,False
6541920,K00157.02,2,1.0,22.687155,3.2,653.0,42.95,5657.0,1.046,4.364,13.709,1.6,0.4150489428970998,neptune_like,False
4136466,K01344.01,2,0.999,4.48758768,1.37,1305.0,684.07,6060.0,1.257,4.227,13.446,5.5,0.22386075217339096,rocky,False
9391208,K01409.01,2,1.0,16.56062577,2.94,701.0,57.28,5818.0,0.855,4.436,15.198,3.0,0.30310889132455354,intermediate,False
9391506,K01410.01,2,1.0,15.74958583,2.77,777.0,86.18,6191.0,1.025,4.454,15.3,3.0,0.30310889132455354,intermediate,False
8950853,K01412.01,2,0.999,37.8145252,3.04,626.0,36.25,5988.0,1.314,4.278,13.601,1.6,0.4150489428970998,neptune_like,False
9006449,K01413.01,2,0.986,12.64504291,1.55,741.0,71.28,5607.0,0.886,4.447,14.447,5.5,0.22386075217339096,rocky,False
9006449,K01413.02,2,0.999,21.5262958,1.36,621.0,35.03,5607.0,0.886,4.447,14.447,5.5,0.22386075217339096,rocky,False
9006449,K01413.03,2,0.935,33.8845825,1.74,533.0,19.13,5607.0,0.886,4.447,14.447,3.0,0.30310889132455354,intermediate,False
4043190,K01220.01,2,0.997,6.40087137,1.91,1109.0,357.44,5426.0,1.421,4.107,12.988,3.0,0.30310889132455354,intermediate,False
3640905,K01221.01,2,1.0,30.1599411,4.54,836.0,115.69,5010.0,3.051,3.62,11.584,1.6,0.4150489428970998,neptune_like,False
3640905,K01221.02,2,0.981,51.0771048,3.66,702.0,57.28,5010.0,3.051,3.62,11.584,1.6,0.4150489428970998,neptune_like,False
10790387,K01288.01,2,1.0,117.93110803,10.36,418.0,7.2,6392.0,1.072,4.425,15.128,1.0,0.525,gas_giant,False
7303287,K01353.01,2,1.0,125.86540191,12.37,394.0,5.71,5933.0,1.115,4.342,13.956,1.0,0.525,gas_giant,False
7303287,K01353.02,2,1.0,34.5439452,2.67,607.0,32.02,5933.0,1.115,4.342,13.956,3.0,0.30310889132455354,intermediate,False
11512246,K00168.01,2,1.0,10.74241765,3.06,1008.0,243.94,5761.0,1.518,4.091,13.438,1.6,0.4150489428970998,neptune_like,False
11517719,K01416.01,2,0.92,2.495780169,15.75,1408.0,929.47,6039.0,0.992,4.426,14.152,1.0,0.525,gas_giant,False
12252424,K00153.02,2,1.0,4.75400072,2.0,775.0,85.23,4728.0,0.693,4.628,13.461,3.0,0.30310889132455354,intermediate,False
10874614,K00017.01,2,0.987,3.234699282,13.06,1356.0,797.62,5640.0,1.291,4.236,13.303,1.0,0.525,gas_giant,False
6541920,K00157.03,2,1.0,31.99552485,4.12,582.0,27.17,5657.0,1.046,4.364,13.709,1.6,0.4150489428970998,neptune_like,False
7211141,K01355.01,2,0.995,51.92920654,8.49,574.0,25.6,5671.0,1.442,4.128,15.897,1.0,0.525,gas_giant,False
6719086,K01357.01,1,1.0,3.014330766,2.87,1124.0,377.79,5209.0,0.953,4.446,15.673,3.0,0.30310889132455354,intermediate,False
7376983,K01358.01,2,1.0,5.644914154,2.66,744.0,72.38,4769.0,0.714,4.622,15.505,3.0,0.30310889132455354,intermediate,False
5084942,K00161.01,2,1.0,3.105507835,2.68,980.0,217.91,4989.0,0.791,4.585,13.341,3.0,0.30310889132455354,intermediate,False
11026304,K01420.01,1,1.0,13.35151248,4.44,585.0,27.77,4843.0,0.754,4.562,15.825,1.6,0.4150489428970998,neptune_like,False
11497958,K01422.01,2,1.0,5.841636615,1.38,446.0,9.38,3526.0,0.383,4.866,15.921,5.5,0.22386075217339096,rocky,False
11497958,K01422.02,2,1.0,19.85029495,1.52,297.0,1.83,3526.0,0.383,4.866,15.921,5.5,0.22386075217339096,rocky,False
11512246,K00168.02,2,1.0,15.27443889,2.17,896.0,152.62,5761.0,1.518,4.091,13.438,3.0,0.30310889132455354,intermediate,False
10604335,K01298.01,2,1.0,11.00817635,2.15,488.0,13.39,4141.0,0.582,4.684,15.847,3.0,0.30310889132455354,intermediate,False
10864656,K01299.01,2,0.981,52.5008645,12.41,812.0,102.94,4976.0,4.157,3.331,12.183,1.0,0.525,gas_giant,False
10975146,K01300.01,2,1.0,0.63133171,1.2,1322.0,726.72,4441.0,0.53,4.71,14.285,5.5,0.22386075217339096,rocky,False
10538176,K01301.01,2,1.0,12.69905011,2.62,686.0,52.55,5291.0,0.882,4.489,15.824,3.0,0.30310889132455354,intermediate,False
7376983,K01358.02,2,0.999,8.74292005,1.92,643.0,40.33,4769.0,0.714,4.622,15.505,3.0,0.30310889132455354,intermediate,False
7376983,K01358.03,2,1.0,3.64830183,1.33,860.0,129.44,4769.0,0.714,4.622,15.505,5.5,0.22386075217339096,rocky,False
7376983,K01358.04,2,0.933,2.345863002,1.23,997.0,233.38,4769.0,0.714,4.622,15.505,5.5,0.22386075217339096,rocky,False
6946199,K01359.01,2,1.0,37.1011418,3.19,532.0,18.95,5986.0,0.85,4.527,15.229,1.6,0.4150489428970998,neptune_like,False
6946199,K01359.02,1,1.0,104.8205868,6.45,376.0,4.74,5986.0,0.85,4.527,15.229,1.0,0.525,gas_giant,False
11497958,K01422.03,2,0.985,10.8644095,1.14,363.0,4.09,3526.0,0.383,4.866,15.921,5.5,0.22386075217339096,rocky,False
11177707,K01423.01,2,1.0,124.4197175,10.3,416.0,7.07,5066.0,1.659,3.974,15.74,1.0,0.525,gas_giant,False
11611600,K01424.01,2,1.0,1.219568047,1.51,1252.0,578.96,4838.0,0.701,4.625,15.127,5.5,0.22386075217339096,rocky,False
11254382,K01425.01,2,1.0,2.05388477,2.74,1523.0,1271.11,5632.0,1.176,4.282,15.269,3.0,0.30310889132455354,intermediate,False
11122894,K01426.01,2,1.0,38.86848956,2.81,509.0,15.89,5618.0,0.897,4.46,14.232,3.0,0.30310889132455354,intermediate,False
6383821,K01238.01,2,1.0,27.07237655,2.18,605.0,31.58,5936.0,0.965,4.501,14.556,3.0,0.30310889132455354,intermediate,False
10538176,K01301.02,2,1.0,37.5142128,2.68,478.0,12.38,5291.0,0.882,4.489,15.824,3.0,0.30310889132455354,intermediate,False
10724369,K01302.01,2,1.0,55.6391882,3.13,478.0,12.33,5949.0,0.962,4.493,14.755,1.6,0.4150489428970998,neptune_like,False
6541920,K00157.04,2,0.998,46.6856205,2.52,513.0,16.41,5657.0,1.046,4.364,13.709,3.0,0.30310889132455354,intermediate,False
10867062,K01303.01,1,0.998,34.2966363,3.29,584.0,27.6,5490.0,1.167,4.263,14.965,1.6,0.4150489428970998,neptune_like,False
10744335,K01304.01,2,0.984,4.59726613,1.69,1105.0,352.4,5999.0,0.959,4.494,15.803,3.0,0.30310889132455354,intermediate,False
4860678,K01602.01,2,0.993,9.97716876,2.53,1028.0,263.89,5557.0,1.616,4.037,14.943,3.0,0.30310889132455354,intermediate,False
5177104,K01603.01,2,1.0,3.02168007,1.31,1332.0,744.35,6201.0,0.989,4.472,14.429,5.5,0.22386075217339096,rocky,False
8230616,K01713.02,2,1.0,2.240486703,1.22,837.0,115.98,4198.0,0.574,4.689,15.224,5.5,0.22386075217339096,rocky,False
9836959,K01715.01,2,0.855,105.0145774,2.29,406.0,6.44,5868.0,1.042,4.363,12.9,3.0,0.30310889132455354,intermediate,False
9838949,K01716.01,2,1.0,4.88084456,1.55,879.0,141.0,4929.0,0.861,4.481,14.925,5.5,0.22386075217339096,rocky,False
9895006,K01717.01,2,0.969,10.56137217,2.43,867.0,133.56,5610.0,1.171,4.316,14.581,3.0,0.30310889132455354,intermediate,False
9896558,K01718.01,2,0.964,67.6690554,3.39,495.0,14.24,6127.0,1.08,4.356,15.224,1.6,0.4150489428970998,neptune_like,False
9589323,K01488.01,2,1.0,3.949627144,2.32,966.0,206.05,5155.0,0.836,4.523,15.623,3.0,0.30310889132455354,intermediate,False
9823487,K01489.01,2,1.0,16.00460392,2.24,583.0,27.41,5180.0,0.769,4.597,15.554,3.0,0.30310889132455354,intermediate,False
9726659,K01491.01,2,1.0,3.148661555,2.15,1097.0,342.76,5258.0,0.873,4.458,15.297,3.0,0.30310889132455354,intermediate,False
5371776,K01557.01,2,1.0,3.295701024,2.81,875.0,138.38,4723.0,0.691,4.628,14.84,3.0,0.30310889132455354,intermediate,False
5371776,K01557.02,2,1.0,9.65349016,2.41,611.0,32.98,4723.0,0.691,4.628,14.84,3.0,0.30310889132455354,intermediate,False
5371776,K01557.03,2,1.0,5.315954488,2.33,746.0,73.19,4723.0,0.691,4.628,14.84,3.0,0.30310889132455354,intermediate,False
9573539,K00180.01,2,1.0,10.04556377,2.19,766.0,81.61,5632.0,0.853,4.554,13.024,3.0,0.30310889132455354,intermediate,False
5371776,K01557.04,2,1.0,1.499144441,1.09,1137.0,395.06,4723.0,0.691,4.628,14.84,5.5,0.22386075217339096,rocky,False
9886661,K01606.01,2,1.0,5.082748362,1.4,928.0,175.06,5430.0,0.858,4.555,13.984,5.5,0.22386075217339096,rocky,False
10055126,K01608.01,2,1.0,9.17617167,1.66,960.0,200.99,5903.0,1.156,4.3,13.797,3.0,0.30310889132455354,intermediate,False
10055126,K01608.02,2,0.998,19.7383992,1.61,744.0,72.32,5903.0,1.156,4.3,13.797,3.0,0.30310889132455354,intermediate,False
5009743,K01609.01,2,0.996,41.6980186,2.03,537.0,19.61,5997.0,0.971,4.466,13.956,3.0,0.30310889132455354,intermediate,False
10015937,K01720.01,2,0.999,59.6585348,3.59,393.0,5.66,5243.0,0.831,4.547,15.742,1.6,0.4150489428970998,neptune_like,False
10019065,K01721.01,2,1.0,52.6298542,3.68,544.0,20.65,5339.0,1.433,4.096,15.004,1.6,0.4150489428970998,neptune_like,False
7950644,K00192.01,2,0.991,10.290994129,13.43,996.0,233.08,5803.0,1.373,4.134,14.221,1.0,0.525,gas_giant,False
10080248,K01722.01,2,0.82,14.8783945,1.63,692.0,54.19,5822.0,0.837,4.557,15.534,3.0,0.30310889132455354,intermediate,False
10213902,K01723.01,2,0.992,59.6222627,3.63,486.0,13.23,6108.0,0.997,4.471,15.517,1.6,0.4150489428970998,neptune_like,False
11821363,K01494.01,2,0.994,8.19596647,2.04,672.0,48.2,4723.0,0.747,4.557,15.858,3.0,0.30310889132455354,intermediate,False
7629518,K01495.01,2,0.999,15.59466045,2.74,718.0,62.88,5900.0,0.929,4.5,15.43,3.0,0.30310889132455354,intermediate,False
10810838,K00174.01,2,0.999,56.35407916,2.59,352.0,3.63,4802.0,0.701,4.582,13.779,3.0,0.30310889132455354,intermediate,False
10963065,K01612.01,2,1.0,2.465024332,0.69,1561.0,1406.11,6139.0,1.194,4.291,8.769,5.5,0.22386075217339096,rocky,False
6268648,K01613.01,2,1.0,15.86624787,1.31,879.0,141.18,6099.0,1.308,4.193,11.049,5.5,0.22386075217339096,rocky,False
5357901,K00188.01,2,0.995,3.797018259,10.07,982.0,219.64,5167.0,0.848,4.527,14.741,1.0,0.525,gas_giant,False
4278221,K01615.01,2,1.0,1.340596782,1.16,1783.0,2393.35,5992.0,1.125,4.385,11.524,5.5,0.22386075217339096,rocky,False
10214162,K01724.01,2,1.0,17.42393582,3.29,722.0,64.13,6018.0,0.969,4.46,15.601,1.6,0.4150489428970998,neptune_like,False
10905746,K01725.01,2,1.0,9.8786461,1.6,393.0,5.65,3609.0,0.422,4.843,13.496,5.5,0.22386075217339096,rocky,False
6185331,K01727.01,2,0.998,49.7700907,5.12,455.0,10.16,5774.0,0.818,4.567,15.64,1.6,0.4150489428970998,neptune_like,False
9636135,K01498.01,2,0.997,5.83376197,2.98,1143.0,403.49,6213.0,1.195,4.387,15.776,3.0,0.30310889132455354,intermediate,False
9636135,K01498.02,2,0.999,2.42150341,1.62,1532.0,1305.04,6213.0,1.195,4.387,15.776,3.0,0.30310889132455354,intermediate,False
7841925,K01499.01,2,1.0,14.16400071,2.35,694.0,54.95,5440.0,0.885,4.438,14.48,3.0,0.30310889132455354,intermediate,False
7841925,K01499.02,1,0.944,0.840594032,0.62,1780.0,2368.31,5440.0,0.885,4.438,14.48,5.5,0.22386075217339096,rocky,False
5219234,K01563.01,2,1.0,5.48711441,3.24,836.0,115.29,5103.0,0.787,4.562,15.812,1.6,0.4150489428970998,neptune_like,False
5219234,K01563.02,2,0.999,8.29084167,3.21,728.0,66.47,5103.0,0.787,4.562,15.812,1.6,0.4150489428970998,neptune_like,False
5219234,K01563.03,2,1.0,3.20539622,1.7,1000.0,236.11,5103.0,0.787,4.562,15.812,3.0,0.30310889132455354,intermediate,False
5219234,K01563.04,2,1.0,16.73869035,2.56,576.0,26.06,5103.0,0.787,4.562,15.812,3.0,0.30310889132455354,intermediate,False
9015738,K01616.01,2,0.999,13.93291548,1.66,852.0,124.53,6026.0,1.207,4.321,11.538,3.0,0.30310889132455354,intermediate,False
7215603,K01618.01,2,0.912,2.36436762,0.82,1752.0,2228.09,6250.0,1.543,4.184,11.6,5.5,0.22386075217339096,rocky,False
4276716,K01619.01,1,1.0,20.6654374,0.66,487.0,13.35,4830.0,0.676,4.605,11.759,5.5,0.22386075217339096,rocky,False
5561278,K01621.01,2,1.0,20.31047472,2.41,931.0,177.81,6065.0,1.877,3.97,11.855,3.0,0.30310889132455354,intermediate,False
7287683,K01622.01,1,0.855,69.8347983,3.51,765.0,80.97,7732.0,2.022,4.075,12.02,1.6,0.4150489428970998,neptune_like,False
6387542,K01626.01,2,1.0,2.53475568,2.02,1218.0,519.95,5662.0,0.806,4.532,15.341,3.0,0.30310889132455354,intermediate,False
8266276,K01731.01,1,0.809,2.59488443,2.36,1014.0,249.92,4748.0,0.797,4.526,15.72,3.0,0.30310889132455354,intermediate,False
6869184,K01732.01,2,1.0,43.3167427,2.42,459.0,10.47,5654.0,0.774,4.59,15.737,3.0,0.30310889132455354,intermediate,False
8396405,K01733.01,1,0.938,19.18109525,1.72,513.0,16.42,5214.0,0.587,4.673,15.73,3.0,0.30310889132455354,intermediate,False
6604328,K01736.01,2,1.0,31.0033072,2.72,616.0,34.03,6090.0,1.071,4.447,15.898,3.0,0.30310889132455354,intermediate,False
7439316,K01501.01,2,1.0,2.617028373,1.57,996.0,233.23,4831.0,0.724,4.568,15.835,5.5,0.22386075217339096,rocky,False
12400538,K01503.01,2,1.0,150.2412582,4.6,327.0,2.72,5604.0,0.943,4.451,14.827,1.6,0.4150489428970998,neptune_like,False
5184584,K01564.01,2,0.989,53.44944498,5.82,486.0,13.23,5919.0,1.0,4.485,15.287,1.6,0.4150489428970998,neptune_like,False
5438099,K01567.01,2,1.0,7.24022418,2.14,716.0,62.1,4955.0,0.721,4.61,15.565,3.0,0.30310889132455354,intermediate,False
5438099,K01567.02,2,1.0,4.64622383,1.82,830.0,112.18,4955.0,0.721,4.61,15.565,3.0,0.30310889132455354,intermediate,False
6543893,K01627.01,2,1.0,10.29674097,5.75,1129.0,384.86,6068.0,1.797,4.04,15.767,1.6,0.4150489428970998,neptune_like,False
6543893,K01627.02,2,0.997,5.93919041,3.7,1357.0,801.92,6068.0,1.797,4.04,15.767,1.6,0.4150489428970998,neptune_like,False
6975129,K01628.01,2,1.0,19.74733983,2.62,754.0,76.57,6243.0,1.149,4.406,12.949,3.0,0.30310889132455354,intermediate,False
11391018,K00189.01,2,0.982,30.360445359,10.99,459.0,10.47,4939.0,0.765,4.541,14.388,1.0,0.525,gas_giant,False
8685497,K01629.01,2,0.995,4.4096675,1.51,1192.0,476.94,5836.0,1.166,4.347,13.574,5.5,0.22386075217339096,rocky,False
4365645,K01738.01,2,0.999,4.16787814,1.07,962.0,202.48,5251.0,0.847,4.541,13.293,5.5,0.22386075217339096,rocky,False
8197343,K01746.01,2,0.998,11.79161234,2.41,857.0,127.75,5619.0,1.199,4.264,14.941,3.0,0.30310889132455354,intermediate,False
6786348,K01749.01,2,1.0,26.964501,2.2,573.0,25.56,5754.0,0.905,4.534,15.789,3.0,0.30310889132455354,intermediate,False
6209677,K01750.01,2,0.999,7.76845639,1.35,841.0,118.09,5447.0,0.917,4.481,14.8,5.5,0.22386075217339096,rocky,False
9813499,K01505.01,2,1.0,5.03257009,2.53,1047.0,283.49,5970.0,0.908,4.521,15.695,3.0,0.30310889132455354,intermediate,False
12254792,K01506.01,2,1.0,40.4286676,2.92,494.0,14.08,5813.0,0.833,4.561,14.982,3.0,0.30310889132455354,intermediate,False
12020218,K01507.01,2,1.0,21.3588236,2.52,691.0,53.89,6170.0,0.992,4.472,15.259,3.0,0.30310889132455354,intermediate,False
7690844,K01508.01,2,1.0,22.0459163,3.05,640.0,39.69,5900.0,0.951,4.509,15.689,1.6,0.4150489428970998,neptune_like,False
5438099,K01567.03,2,1.0,17.32670445,2.23,535.0,19.38,4955.0,0.721,4.61,15.565,3.0,0.30310889132455354,intermediate,False
5438099,K01567.04,2,0.999,44.8411168,2.75,390.0,5.45,4955.0,0.721,4.61,15.565,3.0,0.30310889132455354,intermediate,False
8009350,K01569.01,2,1.0,13.75207851,2.81,556.0,22.57,4802.0,0.699,4.616,15.587,3.0,0.30310889132455354,intermediate,False
8082001,K01570.01,2,1.0,6.33855946,3.31,1034.0,270.47,6108.0,1.03,4.466,15.182,1.6,0.4150489428970998,neptune_like,False
9017682,K01630.01,1,0.988,11.30507984,1.4,744.0,72.67,5705.0,0.844,4.556,15.152,5.5,0.22386075217339096,rocky,False
9277896,K01632.01,2,1.0,4.59489816,1.85,1319.0,716.65,6056.0,1.381,4.217,13.298,3.0,0.30310889132455354,intermediate,False
9401997,K01633.01,2,0.977,32.2964275,1.9,503.0,15.14,5246.0,0.891,4.47,15.2,3.0,0.30310889132455354,intermediate,False
10686864,K01637.01,2,1.0,2.97041801,1.7,991.0,228.11,5068.0,0.743,4.608,15.759,3.0,0.30310889132455354,intermediate,False
11904734,K01764.01,1,1.0,12.681733929,7.25,601.0,30.84,4976.0,0.701,4.577,15.303,1.0,0.525,gas_giant,False
9631995,K00022.01,2,0.988,7.891448838,12.63,1028.0,263.54,5972.0,1.237,4.313,13.435,1.0,0.525,gas_giant,False
11870545,K01510.01,1,1.0,0.839961456,1.63,1455.0,1066.37,4932.0,0.718,4.618,15.929,3.0,0.30310889132455354,intermediate,False
7901948,K01511.01,2,1.0,2.578852119,1.63,1230.0,540.56,5743.0,0.853,4.553,15.106,3.0,0.30310889132455354,intermediate,False
6442377,K00176.01,2,1.0,30.22910274,3.49,755.0,76.88,6325.0,1.518,4.188,13.432,1.6,0.4150489428970998,neptune_like,False
10004519,K01572.01,2,1.0,9.80321143,2.99,896.0,152.12,6170.0,0.992,4.472,15.439,3.0,0.30310889132455354,intermediate,False
5031857,K01573.01,2,1.0,24.81097206,4.22,631.0,37.43,6086.0,0.921,4.511,14.373,1.6,0.4150489428970998,neptune_like,False
5031857,K01573.02,1,1.0,7.136922,1.38,956.0,197.05,6086.0,0.921,4.511,14.373,5.5,0.22386075217339096,rocky,False
10879038,K01641.01,2,0.986,4.8538404,1.72,1052.0,288.7,5778.0,0.968,4.483,14.971,3.0,0.30310889132455354,intermediate,False
10990917,K01643.01,2,0.996,11.04605365,1.8,869.0,134.66,6093.0,1.025,4.429,14.681,3.0,0.30310889132455354,intermediate,False
11046025,K01646.01,2,1.0,3.72020708,0.99,954.0,195.7,5017.0,0.797,4.516,14.293,5.5,0.22386075217339096,rocky,False
9729691,K01751.01,2,1.0,8.689301216,2.92,782.0,88.24,5211.0,0.895,4.447,14.548,3.0,0.30310889132455354,intermediate,False
10904857,K00194.01,2,0.802,3.120828136,14.16,1303.0,680.79,6122.0,0.996,4.471,14.804,1.0,0.525,gas_giant,False
8651389,K01754.01,2,0.992,15.13590453,2.57,933.0,179.16,6050.0,1.572,4.137,13.964,3.0,0.30310889132455354,intermediate,False
7871954,K01515.01,2,0.889,1.937029968,0.87,802.0,97.94,4042.0,0.49,4.761,14.39,5.5,0.22386075217339096,rocky,False
7871954,K01515.02,2,0.991,7.06117322,1.23,521.0,17.41,4042.0,0.49,4.761,14.39,5.5,0.22386075217339096,rocky,False
